Food code,Main food description
72122212,"Mustard greens, frozen, cooked, no added fat"
72122213,"Mustard greens, canned, cooked, no added fat"
72122220,"Mustard greens, not specified as to form, cooked"
72122221,"Mustard greens, fresh, cooked, fat added"
72122222,"Mustard greens, frozen, cooked, fat added"
72123020,"Poke greens, cooked"
72124100,"Radicchio, raw"
72125100,"Spinach, raw"
72125211,"Spinach, fresh, cooked, no added fat"
72125212,"Spinach, frozen, cooked, no added fat"
72125213,"Spinach, canned, cooked, no added fat"
72125217,"Spinach, fresh, cooked with oil"
72125218,"Spinach, fresh, cooked with butter or margarine"
72125220,"Spinach, not specified as to form, cooked"
72125221,"Spinach, fresh, cooked, fat added, not specified as to fat type"
72125222,"Spinach, frozen, cooked, fat added, not specified as to fat type"
72125223,"Spinach, canned, cooked, fat added, not specified as to fat type"
72125224,"Spinach, frozen, cooked with oil"
72125225,"Spinach, frozen, cooked with butter or margarine"
72125227,"Spinach, canned, cooked with oil"
72125228,"Spinach, canned, cooked with butter or margarine"
72125230,"Spinach, creamed"
72125240,Spinach souffle
72125260,Spinach and cheese casserole
72125310,Palak Paneer
72125500,Channa Saag
72126001,"Taro leaves, cooked"
72128211,"Turnip greens, fresh, cooked, no added fat"
72128212,"Turnip greens, frozen, cooked, no added fat"
72128213,"Turnip greens, canned, cooked, no added fat"
72128220,"Turrnip greens, not specified as to form, cooked"
72128221,"Turnip greens, fresh, cooked, fat added"
72128222,"Turnip greens, frozen, cooked, fat added"
72128223,"Turnip greens, canned, cooked, fat added"
72130100,"Watercress, raw"
72130201,"Watercress, cooked"
72132201,"Bitter melon, horseradish, jute, or radish leaves, cooked"
72133201,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked"
72201100,"Broccoli, raw"
72201190,"Broccoli, cooked, from restaurant"
72201211,"Broccoli, fresh, cooked, no added fat"
72201212,"Broccoli, frozen, cooked, no added fat"
72201220,"Broccoli, not specified as to form, cooked"
72201221,"Broccoli, fresh, cooked, fat added, not specified as to fat type"
72201222,"Broccoli, frozen, cooked, fat added, not specified as to fat type"
72201223,"Broccoli, fresh, cooked with oil"
72201224,"Broccoli, fresh, cooked with butter or margarine"
72201226,"Broccoli, frozen, cooked with oil"
72201227,"Broccoli, frozen, cooked with butter or margarine"
72202010,Broccoli casserole with noodles
72202020,Broccoli casserole with rice
72202030,Fried broccoli
72203000,"Broccoli, chinese, raw"
72203070,"Broccoli, Chinese, cooked"
72302000,"Broccoli soup, prepared with milk, home recipe, canned or ready-to-serve"
72302020,"Broccoli soup, prepared with water, home recipe, canned, or ready-to-serve"
72302100,"Broccoli cheese soup, prepared with milk, home recipe, canned, or ready-to-serve"
72307000,Spinach soup
72308000,"Dark-green leafy vegetable soup with meat, Asian style"
72308500,"Dark-green leafy vegetable soup, meatless, Asian style"
73101010,"Carrots, raw"
73101110,"Carrots, raw, salad"
73101210,"Carrots, raw, salad with apples"
73102190,"Carrots, cooked, from restaurant"
73102211,"Carrots, fresh, cooked, no added fat"
73102212,"Carrots, frozen, cooked, no added fat"
73102213,"Carrots, canned, cooked, no added fat"
73102217,"Carrots, fresh, cooked with oil"
73102218,"Carrots, fresh, cooked with butter or margarine"
73102220,"Carrots, not specified as to form, cooked"
73102221,"Carrots, fresh, cooked, fat added, not specified as to fat type"
73102222,"Carrots, frozen, cooked, fat added, not specified as to fat type"
73102223,"Carrots, canned, cooked, fat added, not specified as to fat type"
73102224,"Carrots, frozen, cooked with oil"
73102225,"Carrots, frozen, cooked with butter or margarine"
73102227,"Carrots, canned, cooked with oil"
73102228,"Carrots, canned, cooked with butter or margarine"
73102241,"Carrots, glazed, cooked"
73103010,"Carrots, canned, reduced sodium, cooked, no added fat"
73103020,"Carrots, canned, reduced sodium, cooked, fat added, not specified as to fat type"
73103021,"Carrots, canned, reduced sodium, cooked with oil"
73103022,"Carrots, canned, reduced sodium, cooked with butter or margarine"
73105000,Beet juice
73105010,"Carrot juice, 100%"
73111211,"Peas and carrots, fresh, cooked, no added fat"
73111212,"Peas and carrots, frozen, cooked, no added fat"
73111213,"Peas and carrots, canned, cooked, no added fat"
73111220,"Peas and carrots, cooked, not specified as to form"
73111221,"Peas and carrots, fresh, cooked, fat added"
73111222,"Peas and carrots, frozen, cooked, fat added"
73111223,"Peas and carrots, canned, cooked, fat added"
73201013,"Pumpkin, canned, cooked"
73201020,"Pumpkin, cooked"
73302010,"Winter squash, raw"
73303010,"Winter squash, cooked, no added fat"
73303020,"Winter squash, cooked, fat added"
73305020,"Squash, winter, souffle"
73401000,Sweet potato
73403000,"Sweet potato, baked, not specified as to fat"
73403010,"Sweet potato, baked, no added fat"
73403020,"Sweet potato, baked, fat added"
73405000,"Sweet potato, boiled, not specified as to fat"
73405010,"Sweet potato, boiled, no added fat"
73405020,"Sweet potato, boiled, fat added"
73406000,"Sweet potato, candied"
73407000,"Sweet potato, canned, not specified as to fat"
73407050,"Sweet potato, canned, no added fat"
73407060,"Sweet potato, canned, fat added"
73409000,"Sweet potato, casserole or mashed"
73410200,Sweet potato fries
73410210,Sweet potato chips
73410320,"Sweet potato fries, frozen"
73410340,"Sweet potato fries, from fresh"
73410400,"Sweet potato fries, fast food / restaurant"
73410500,"Sweet potato fries, school"
73420020,Sweet potato tots
73420100,"Sweet potato tots, fast food / restaurant"
73420200,"Sweet potato tots, school"
73502000,"Squash, winter type, soup, home recipe, canned, or ready-to-serve"
74101000,"Tomatoes, raw"
74201000,"Tomatoes, not specified as to form, cooked"
74201001,"Tomatoes, fresh, cooked"
74201003,"Tomatoes, canned, cooked"
74203010,"Tomatoes, scalloped"
74204500,"Tomatoes, canned, reduced sodium, cooked"
74205010,Fried green tomatoes
74205020,"Tomato, green, pickled"
74206000,Sun-dried tomatoes
74301100,"Tomato juice, 100%"
74301150,"Tomato juice, 100%, low sodium"
74302000,Tomato juice cocktail
74303000,"Tomato and vegetable juice, 100%"
74303100,"Tomato and vegetable juice, 100%, low sodium"
74401010,Ketchup
74401110,"Ketchup, reduced sodium"
74402010,Tomato chili sauce
74402100,Salsa
74402110,"Salsa, pico de gallo"
74402150,"Salsa, red"
74402200,"Salsa, red, homemade"
74402210,Taco sauce
74402250,"Enchilada sauce, red"
74402260,"Enchilada sauce, green"
74402350,"Salsa verde or salsa, green"
74403000,Hot Thai sauce
74404010,Spaghetti sauce
74404020,Spaghetti sauce with added vegetables
74404050,"Spaghetti sauce, reduced sodium"
74404060,"Spaghetti sauce, fat free"
74404090,Vodka sauce with tomatoes and cream
74406010,Barbecue sauce
74406060,Buffalo sauce
74406100,Steak sauce
74406500,Cocktail sauce
74410110,Puerto Rican seasoning with ham
74415110,Puerto Rican seasoning with ham and tomato sauce
74420110,Puerto Rican seasoning without ham and tomato sauce
74501010,Tomato aspic
74506000,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar"
74601000,Tomato soup
74601010,"Tomato soup, cream of, prepared with milk"
74602010,"Tomato soup, prepared with water, or ready-to-serve"
74602050,"Tomato soup, instant type, prepared with water"
74602200,"Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve"
74603010,"Tomato beef soup, prepared with water"
74604500,"Tomato noodle soup, canned, prepared with water or ready-to-serve"
74606010,"Tomato vegetable soup, prepared with water"
74606020,"Tomato vegetable soup with noodles, prepared with water"
74701000,Tomato sandwich on white
74701010,Tomato sandwich on wheat
75100250,Raw vegetable
75100300,Sprouts
75100500,"Alfalfa sprouts, raw"
75100750,"Artichoke, raw"
75100800,"Asparagus, raw"
75101000,"Bean sprouts, raw"
75101800,"Green beans, raw"
75102500,"Beets, raw"
75102600,"Broccoflower, raw"
75102750,"Brussels sprouts, raw"
75103000,"Cabbage, green, raw"
75104000,"Cabbage, Chinese, raw"
75105000,"Cabbage, red, raw"
75105500,"Cactus, raw"
75107000,"Cauliflower, raw"
75109000,"Celery, raw"
75109010,"Fennel bulb, raw"
75109400,"Basil, raw"
75109500,"Chives, raw"
75109550,"Cilantro, raw"
75109600,"Corn, raw"
75111000,"Cucumber, raw"
75111200,"Eggplant, raw"
75111500,"Garlic, raw"
75111800,"Jicama, raw"
75112000,"Kohlrabi, raw"
75113000,"Lettuce, raw"
75113060,"Lettuce, Boston, raw"
75113080,"Lettuce, arugula, raw"
75114000,"Mixed salad greens, raw"
75115000,"Mushrooms, raw"
75117010,"Onions, green, raw"
75117020,"Onions, raw"
75119000,"Parsley, raw"
75120000,"Green peas, raw"
75121000,"Pepper, hot chili, raw"
75122000,"Pepper, raw"
75122100,"Pepper, sweet, green, raw"
75122200,"Pepper, sweet, red, raw"
75124000,"Pepper, banana, raw"
75125000,"Radish, raw"
75127000,"Rutabaga, raw"
75127500,"Seaweed, raw"
75127750,"Snowpeas, raw"
75128000,"Summer squash, yellow, raw"
75128010,"Summer squash, green, raw"
75129000,"Turnip, raw"
75132000,Mixed vegetable juice
75132100,Celery juice
75140500,"Broccoli salad with cauliflower, cheese, bacon bits, and dressing"
75140510,Broccoli slaw salad
75140990,"Coleslaw, fast food / restaurant"
75141000,Coleslaw
75141040,Cabbage salad
75141100,"Coleslaw, with fruit"
75142000,Cucumber and vegetable namasu
75142500,"Cucumber salad, made with sour cream dressing"
75142550,"Cucumber salad, made with Italian dressing"
75142600,Cucumber salad made with cucumber and vinegar
75143000,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing"
75143050,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing"
75143100,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing"
75143200,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing"
75143300,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing"
75143350,"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing"
75144100,"Lettuce, wilted, with bacon dressing"
75145000,"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon"
75146000,"Greek Salad, no dressing"
75147000,"Spinach salad, no dressing"
75148010,"Cobb salad, no dressing"
75200700,Aloe vera juice drink
75201011,"Artichoke, fresh, cooked, no added fat"
75201013,"Artichoke, canned, cooked, no added fat"
75201020,"Artichokes, not specified as to form, cooked"
75202011,"Asparagus, fresh, cooked, no added fat"
75202012,"Asparagus, frozen, cooked, no added fat"
75202013,"Asparagus, canned, cooked, no added fat"
75202020,"Asparagus, not specified as to form, cooked"
75202021,"Asparagus, fresh, cooked, fat added, not specified as to fat type"
75202022,"Asparagus, frozen, cooked, fat added, not specified as to fat type"
75202023,"Asparagus, canned, cooked, fat added, not specified as to fat type"
75202027,"Asparagus, fresh, cooked with oil"
75202028,"Asparagus, fresh, cooked with butter or margarine"
75202031,"Asparagus, frozen, cooked with oil"
75202032,"Asparagus, frozen, cooked with butter or margarine"
75202034,"Asparagus, canned, cooked with oil"
75202035,"Asparagus, canned, cooked with butter or margarine"
75203028,"Bamboo shoots, cooked"
75204012,"Lima beans, from frozen, no added fat"
75204022,"Lima beans, from frozen, fat added"
75204023,"Lima beans, from canned"
75205005,"Green beans, cooked, from restaurant"
75205021,"Green beans, fresh, cooked, no added fat"
75205022,"Green beans, frozen, cooked, no added fat"
75205023,"Green beans, canned, cooked, no added fat"
75205030,"Green beans, not specified as to form, cooked"
75205031,"Green beans, fresh, cooked, fat added, not specified as to fat type"
75205032,"Green beans, frozen, cooked, fat added, not specified as to fat type"
75205033,"Green beans, canned, cooked, fat added, not specified as to fat type"
75205044,"Green beans, fresh, cooked with oil"
75205045,"Green beans, fresh, cooked with butter or margarine"
75205047,"Green beans, frozen, cooked with oil"
75205048,"Green beans, frozen, cooked with butter or margarine"
75205050,"Green beans, canned, cooked with oil"
75205051,"Green beans, canned, cooked with butter or margarine"
75205120,"Green beans, canned, reduced sodium, cooked, no added fat"
75205130,"Green beans, canned, reduced sodium, cooked, fat added, not specified as to fat type"
75205131,"Green beans, canned, reduced sodium, cooked with oil"
75205132,"Green beans, canned, reduced sodium, cooked with butter or margarine"
75205200,Fried green beans
75206020,"Yellow string beans, cooked"
75207021,"Bean sprouts, cooked"
75208011,"Beets, fresh, cooked, no added fat"
75208013,"Beets, canned, cooked, no added fat"
75208020,"Beets, not specified as to form, cooked"
75208021,"Beets, fresh, cooked, fat added"
75208023,"Beets, canned, cooked, fat added"
75208110,"Beets, canned, reduced sodium, cooked"
75208310,"Bitter melon, cooked"
75208501,"Breadfruit, cooked"
75208720,"Broccoflower, cooked"
75209011,"Brussels sprouts, fresh, cooked, no added fat"
75209012,"Brussels sprouts, frozen, cooked, no added fat"
75209020,"Brussels sprouts, not specified as to form, cooked"
75209021,"Brussels sprouts, fresh, cooked, fat added"
75209022,"Brussels sprouts, frozen, cooked, fat added"
75209501,"Burdock, cooked"
75210010,"Cabbage, Chinese, cooked, no added fat"
75210020,"Cabbage, Chinese, cooked, fat added"
75211020,"Cabbage, green, cooked, no added fat"
75211030,"Cabbage, green, cooked, fat added, not specified as to fat type"
75211031,"Cabbage, green, cooked with oil"
75211032,"Cabbage, green, cooked with butter or margarine"
75212020,"Cabbage, red, cooked"
75213020,"Cabbage, savoy, cooked"
75213110,"Cactus, cooked, no added fat"
75213120,"Cactus, cooked, fat added"
75214011,"Cauliflower, fresh, cooked, no added fat"
75214012,"Cauliflower, frozen, cooked, no added fat"
75214020,"Cauliflower, not specified as to form, cooked"
75214021,"Cauliflower, fresh, cooked, fat added, not specified as to fat type"
75214022,"Cauliflower, frozen, cooked, fat added, not specified as to fat type"
75214027,"Cauliflower, fresh, cooked with oil"
75214028,"Cauliflower, fresh, cooked with butter or margarine"
75214030,"Cauliflower, frozen, cooked with oil"
75214031,"Cauliflower, frozen, cooked with butter or margarine"
75215020,"Celery, cooked"
75215120,"Fennel bulb, cooked"
75215511,"Christophine, cooked"
75215990,"Corn, cooked, from restaurant"
75216111,"Corn, fresh, cooked, no added fat"
75216112,"Corn, frozen, cooked, no added fat"
75216113,"Corn, canned, cooked, no added fat"
75216120,"Corn, not specified as to form, cooked"
75216121,"Corn, fresh, cooked, fat added, not specified as to fat type"
75216122,"Corn, frozen, cooked, fat added, not specified as to fat type"
75216123,"Corn, canned, cooked, fat added, not specified as to fat type"
75216134,"Corn, fresh, cooked with oil"
75216135,"Corn, fresh, cooked with butter or margarine"
75216137,"Corn, frozen, cooked with oil"
75216138,"Corn, frozen, cooked with butter or margarine"
75216141,"Corn, canned, cooked with oil"
75216142,"Corn, canned, cooked with butter or margarine"
75216153,"Corn, creamed"
75216310,"Corn, canned, reduced sodium, cooked, no added fat"
75216320,"Corn, canned, reduced sodium, cooked, fat added, not specified as to fat type"
75216321,"Corn, canned, reduced sodium, cooked with oil"
75216322,"Corn, canned, reduced sodium, cooked with butter or margarine"
75216720,"Cucumber, cooked"
75217010,"Eggplant, cooked, no added fat"
75217020,"Eggplant, cooked, fat added"
75217301,"Flowers or blossoms of sesbania, squash, or lily, cooked"
75217400,"Garlic, cooked"
75217520,"Hominy, cooked"
75218011,"Kohlrabi, cooked"
75218400,"Leek, cooked"
75218501,"Lotus root, cooked"
75219011,"Mushrooms, fresh, cooked, no added fat"
75219020,"Mushrooms, not specified as to form, cooked"
75219021,"Mushrooms, fresh, cooked, fat added, not specified as to fat type"
75219023,"Mushrooms, canned, cooked"
75219033,"Mushrooms, fresh, cooked with oil"
75219034,"Mushrooms, fresh, cooked with butter or margarine"
75219100,"Mushroom, Asian, cooked, from dried"
75220011,"Okra, fresh, cooked, no added fat"
75220012,"Okra, frozen, cooked, no added fat"
75220020,"Okra, not specified as to form, cooked"
75220021,"Okra, fresh, cooked, fat added"
75220022,"Okra, frozen, cooked, fat added"
75220051,"Lettuce, cooked"
75221011,"Onions, cooked, no added fat"
75221021,"Onions, cooked, fat added"
75221030,"Onions, pearl, cooked"
75221061,"Onions, green, cooked"
75221160,"Palm hearts, cooked"
75222020,"Parsnips, cooked"
75223022,"Blackeyed peas, from frozen"
75223023,"Blackeyed peas, from canned"
75224000,"Green peas, cooked, from restaurant"
75224021,"Green peas, fresh, cooked, no added fat"
75224022,"Green peas, frozen, cooked, no added fat"
75224023,"Green peas, canned, cooked, no added fat"
75224030,"Green peas, not specified as to form, cooked"
75224031,"Green peas, fresh, cooked, fat added, not specified as to fat type"
75224032,"Green peas, frozen, cooked, fat added, not specified as to fat type"
75224033,"Green peas, canned, cooked, fat added, not specified as to fat type"
75224043,"Green peas, fresh, cooked with oil"
75224044,"Green peas, fresh, cooked with butter or margarine"
75224046,"Green peas, frozen, cooked with oil"
75224047,"Green peas, frozen, cooked with butter or margarine"
75224049,"Green peas, canned, cooked with oil"
75224050,"Green peas, canned, cooked with butter or margarine"
75224120,"Green peas, canned, reduced sodium, cooked, no added fat"
75224130,"Green peas, canned, reduced sodium, cooked, fat added, not specified as to fat type"
75224131,"Green peas, canned, reduced sodium, cooked with oil"
75224132,"Green peas, canned, reduced sodium, cooked with butter or margarine"
75226020,"Peppers, green, cooked"
75226060,"Peppers, red, cooked"
75226111,"Hot peppers, cooked"
75226700,Pimiento
75227110,"Daikon radish, cooked"
75228020,"Rutabaga, cooked"
75229011,"Salsify, cooked"
75230000,Sauerkraut
75231011,"Snowpea, fresh, cooked, no added fat"
75231012,"Snowpea, frozen, cooked, no added fat"
75231020,"Snowpea, not specified as to form, cooked"
75231021,"Snowpea, fresh, cooked, fat added"
75231022,"Snowpea, frozen, cooked, fat added"
75232000,"Seaweed, dried"
75232110,"Seaweed, cooked, no added fat"
75232120,"Seaweed, cooked, fat added"
75233011,"Summer squash, yellow or green, fresh, cooked, no added fat"
75233012,"Summer squash, yellow or green, frozen, cooked, no added fat"
75233013,"Summer squash, yellow or green, canned, cooked, no added fat"
75233020,"Summer squash, yellow or green, not specified as to form, cooked"
75233021,"Summer squash, yellow or green, fresh, cooked, fat added, not specified as to fat type"
75233022,"Summer squash, yellow or green, frozen, cooked, fat added, not specified as to fat type"
75233023,"Summer squash, yellow or green, canned, cooked, fat added, not specified as to fat type"
75233027,"Summer squash, yellow or green, fresh, cooked with oil"
75233028,"Summer squash, yellow or green, fresh, cooked with butter or margarine"
75233030,"Summer squash, yellow or green, frozen, cooked with oil"
75233031,"Summer squash, yellow or green, frozen, cooked with butter or margarine"
75233033,"Summer squash, yellow or green, canned, cooked with oil"
75233034,"Summer squash, yellow or green, canned, cooked with butter or margarine"
75233220,"Spaghetti squash, cooked"
75234021,"Turnip, cooked"
75235000,Water Chesnut
75235750,"Winter melon, cooked"
75236000,Yeast
75236500,Yeast extract spread
75301110,"Lima beans and corn, cooked, no added fat"
75301120,"Lima beans and corn, cooked, fat added"
75302080,"Bean salad, yellow and/or green string beans"
75306998,"Peppers and onions, cooked, no added fat"
75307000,"Peppers and onions, cooked, fat added"
75310990,"Classic mixed vegetables, cooked, from restaurant"
75311012,"Classic mixed vegetables, frozen, cooked, no added fat"
75311013,"Classic mixed vegetables, canned, cooked, no added fat"
75311020,"Classic mixed vegetables, not specified as to form, cooked"
75311022,"Classic mixed vegetables, frozen, cooked, fat added, not specified as to fat type"
75311023,"Classic mixed vegetables, canned, cooked, fat added, not specified as to fat type"
75311027,"Classic mixed vegetables, frozen, cooked with oil"
75311028,"Classic mixed vegetables, frozen, cooked with butter or margarine"
75311030,"Classic mixed vegetables, canned, cooked with oil"
75311031,"Classic mixed vegetables, canned, cooked with butter or margarine"
75311110,"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat"
75311120,"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, not specified as to fat type"
75311121,"Classic mixed vegetables, canned, reduced sodium, cooked with oil"
75311122,"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine"
75315010,"Peas and corn, cooked, no added fat"
75315020,"Peas and corn, cooked, fat added"
75316050,Ratatouille
75317010,"Vegetables, stew type, cooked, fat added"
75317020,"Vegetables, stew type, cooked, no added fat"
75330050,"Broccoli and cauliflower, cooked, no added fat"
75330060,"Broccoli and cauliflower, cooked, fat added"
75330080,"Broccoli, cauliflower and carrots, cooked, no added fat"
75330090,"Broccoli, cauliflower and carrots, cooked, fat added"
75340010,"Asian stir fry vegetables, cooked, no added fat"
75340020,"Asian stir fry vegetables, cooked, fat added"
75340200,"Jai, Monk's Food"
75365000,"Vegetable mixture, dried"
75400500,"Artichokes, stuffed"
75403020,Green bean casserole
75403200,"Green beans, cooked, Szechuan-style"
75409020,Fried cauliflower
75410500,"Chiles rellenos, cheese-filled"
75410530,"Chiles rellenos, filled with meat and cheese"
75410550,Stuffed jalapeno pepper
75411010,"Corn, scalloped or pudding"
75411020,"Fritter, corn"
75412010,Fried eggplant
75412030,Eggplant dip
75412060,"Eggplant parmesan casserole, regular"
75412070,Eggplant with cheese and tomato sauce
75414020,"Mushrooms, stuffed"
75414030,Fried mushrooms
75414500,Fried okra
75415022,Fried onion rings
75416500,Pea salad
75416600,Pea salad with cheese
75418010,"Fried summer squash, yellow or green"
75418020,"Squash, summer, casserole with tomato and cheese"
75418030,"Squash, summer, casserole, with rice and tomato sauce"
75418040,"Squash, summer, casserole, with cheese sauce"
75418060,"Squash, summer, souffle"
75439010,Vegetable stew without meat
75439500,"Chow mein or chop suey, meatless, no noodles"
75440200,Vegetable tempura
75440400,Pakora
75440600,Vegetable curry
75440610,Vegetable curry with rice
75460900,"Chow mein or chop suey, meatless, with noodles"
75500110,"Green beans, pickled"
75500210,"Beets, pickled"
75500510,"Celery, pickled"
75501010,"Relish, corn"
75502010,"Cauliflower, pickled"
75502500,"Cabbage, fresh, pickled, Japanese style"
75502510,"Cabbage, red, pickled"
75502520,Kimchi
75503010,"Pickles, dill"
75503020,"Relish, pickle"
75503040,"Pickles, sweet"
75503080,"Eggplant, pickled"
75503085,"Ginger root, pickled"
75503090,Horseradish
75505000,"Mushrooms, pickled"
75506010,Mustard
75506100,Honey mustard dip
75507000,"Okra, pickled"
75510000,Olives
75510010,"Olives, green"
75510020,"Olives, black"
75510030,"Olives, stuffed"
75510050,Olive tapenade
75511010,Hot pepper sauce
75511020,"Peppers, pickled"
75511040,"Pepper, hot, pickled"
75511050,Jalapenos
75511100,Pickles
75511300,"Pickles, fried"
75512010,"Radishes, pickled, Hawaiian style"
75513010,"Seaweed, pickled"
75515100,"Vegetables, pickled"
75534030,"Turnip, pickled"
75534550,Wasabi paste
75535000,"Zucchini, pickled"
75601000,"Asparagus soup, cream of, not specified as to made with milk or water"
75601010,"Asparagus soup, cream of, prepared with milk"
75601100,Borscht
75601200,"Cabbage soup, home recipe, canned or ready-to-serve"
75601210,"Cabbage with meat soup, home recipe, canned or ready-to-serve"
75601250,Kimchi soup
75603020,"Celery soup, cream of, prepared with water, home recipe, canned or ready-to-serve"
75604600,Gazpacho
75607010,"Mushroom soup, cream of, prepared with milk"
75607020,"Mushroom soup, cream of, prepared with water"
75607040,"Mushroom soup, with meat broth, prepared with water"
75607060,"Mushroom soup, cream of, not specified as to made with milk or water"
75607140,"Mushroom soup, cream of, canned, reduced sodium, prepared with water"
75608100,"Onion soup, French"
75609010,"Pea soup, prepared with milk"
75611010,"Vegetable soup, cream of, prepared with milk"
75647000,Seaweed soup
75649010,"Vegetable soup, canned, prepared with water or ready-to-serve"
75649040,"Vegetable soup, reduced sodium, canned, ready to serve"
75649050,"Vegetable soup, made from dry mix"
75649110,"Vegetable soup, home recipe"
75649150,"Vegetable noodle soup, home recipe"
75650990,"Minestrone soup, reduced sodium, canned or ready-to-serve"
75651000,"Minestrone soup, home recipe"
75651010,"Minestrone soup, canned, prepared with water, or ready-to-serve"
75651020,"Vegetable beef soup, canned, prepared with water, or ready-to-serve"
75651040,"Vegetable noodle soup, canned, prepared with water, or ready-to-serve"
75651070,"Vegetable rice soup, canned, prepared with water or ready-to-serve"
75652010,"Vegetable beef soup, home recipe"
75652040,"Vegetable beef soup with noodles or pasta, home recipe"
75652050,"Vegetable beef soup with rice, home recipe"
75656060,"Vegetable beef soup, chunky style"
75657000,"Vegetable broth, bouillon"
76000000,Baby Toddler vegetable
76201010,"Baby Toddler carrots, Stage 1"
76201040,"Baby Toddler carrots, Stage 2"
76205010,"Baby Toddler squash, Stage 1"
76205040,"Baby Toddler squash, Stage 2"
76209010,"Baby Toddler sweet potatoes, Stage 1"
76209040,"Baby Toddler sweet potatoes, Stage 2"
76401010,"Baby Toddler green beans, Stage 1"
76401040,"Baby Toddler green beans, Stage 2"
76403010,Baby Toddler beets
76407010,"Baby Toddler multiple vegetables, Stage 2"
76407020,"Baby Toddler multiple vegetables, Stage 3"
76407050,"Baby Toddler vegetables, with grain"
76407080,Baby Toddler vegetables and meat
76409010,"Baby Toddler peas, Stage 1"
76409040,"Baby Toddler peas, Stage 2"
76700000,Toddler meal
76702100,"Toddler meal, meat and vegetables"
76702200,"Toddler meal, rice and vegetables"
76702300,"Toddler meal, pasta"
76702400,"Toddler meal, pasta and vegetables"
77121010,"Fried stuffed potatoes, Puerto Rican style"
77201210,"Green plantain with cracklings, Puerto Rican style"
77205610,"Ripe plantain meat pie, Puerto Rican style"
77230210,"Cassava Pasteles, Puerto Rican style"
77272010,Puerto Rican pasteles
77316010,"Stuffed cabbage, with meat, Puerto Rican style"
77316510,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style"
77316600,Eggplant and meat casserole
78101000,"Vegetable and fruit juice, 100% juice, with high vitamin C"
78101100,"Fruit and vegetable smoothie, with dairy"
78101110,"Fruit and vegetable smoothie, added protein"
78101115,"Fruit and vegetable smoothie, non-dairy"
78101118,"Fruit and vegetable smoothie, non-dairy, added protein"
78101120,"Fruit and vegetable smoothie, bottled"
78101125,"Fruit and vegetable smoothie, no dairy"
78101130,Vegetable smoothie
81100000,Table fat
81100500,Butter
81101000,"Butter, stick"
81101010,"Butter, tub"
81101520,"Butter, light"
81102000,Margarine
81102010,"Margarine, stick"
81102020,"Margarine, tub"
81103035,Margarine-oil blend
81103040,"Margarine-oil blend, stick"
81103080,"Margarine-oil blend, tub"
81103090,"Butter replacement, liquid"
81104010,"Margarine-oil blend, tub, light"
81104020,"Margarine-oil blend, stick, light"
81104490,Butter-oil blend
81104500,"Butter-oil blend, stick"
81104510,"Butter-oil blend, tub"
81104550,"Butter-oil blend, light"
81106010,"Butter replacement, powder"
81200100,Oil or table fat
81201000,Animal fat or drippings
81202000,Lard
81203000,"Shortening, not specified as to vegetable or animal"
81204000,"Ghee, clarified butter"
81301000,Garlic sauce
81301020,Lemon-butter sauce
81302010,Hollandaise sauce
81302040,Sandwich spread
81302050,Tartar sauce
81302060,Horseradish sauce
81302070,Pesto sauce
81308100,Fry sauce
81308200,Sauce
81312100,Curry sauce
81322000,Honey butter
82101000,Vegetable oil
82101300,Almond oil
82101500,Coconut oil
82102000,Corn oil
82103000,Cottonseed oil
82103500,Flaxseed oil
82104000,Olive oil
82105000,Peanut oil
82105500,Canola oil
82106000,Safflower oil
82107000,Sesame oil
82108000,Soybean oil
82108500,Sunflower oil
82108700,Walnut oil
82109000,Wheat germ oil
83100100,"Salad dressing, for salads"
83100200,"Salad dressing, for sandwiches"
83101000,Blue or roquefort cheese dressing
83101600,Bacon and tomato dressing
83102000,Caesar dressing
83103000,Coleslaw dressing
83104000,French or Catalina dressing
83105500,Honey mustard dressing
83106000,"Italian dressing, made with vinegar and oil"
83107000,"Mayonnaise, regular"
83108000,Vegan mayonnaise
83109000,Russian dressing
83110000,Mayonnaise-type salad dressing
83112000,Avocado dressing
83112400,Creamy Italian dressing
83112950,Poppy seed dressing
83112990,Sesame dressing
83113500,Ranch dressing
83114000,Thousand Island dressing
83115000,Yogurt dressing
83200100,"Salad dressing, light"
83201000,"Blue or roquefort cheese dressing, light"
83201400,"Coleslaw dressing, light"
83201500,"Creamy Italian dressing, light"
83202020,"French or Catalina dressing, light"
83203000,"Caesar dressing, light"
